Food,Feed/ Fuel,Code,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,AVG
Cheese,Soybean meal,SOYB,897.1319625513404,881.3039528761925,1016.8769396885292,869.3768326246668,893.7089700943034,879.1631806647728,910.403528591515,1162.0960495115457,1126.4986224679049,1095.0949691661738,851.4719052288842,956.8127621437112,1123.7247520120543,852.604581440849,1033.912322318876,976.8887209361758,1114.9299286171574,822.6122548500011,1136.6609391202467,540.0232161041631,863.4146577163543,815.2681095057866,815.830652378841,831.1139318808656,1128.9946328407318,930.6220716111188,760.7654710127428,1114.4400016946672,864.1826089620565,850.3357273991797,763.3438709354987,931.6002621595777
Milk,Alfalfa hay/haylage,ALFA,1011.7278215223097,1356.7007911511064,1315.5971968503939,1431.9651406074242,1265.2661679790028,1523.9581702287212,1621.530708661417,1894.9901762279717,1254.2165144356954,1629.8194975628048,1408.5798477690291,1327.9432545931759,1596.602062992126,1501.3233483314586,1018.082440944882,1017.0950131233595,1049.12656167979,1561.0095575553057,1364.7003832020998,1737.9069478815147,622.1760262467192,825.242673415823,1104.935590551181,1097.7821297337832,1143.4232808398951,1432.5296025496816,1160.7605721784776,1500.3580839895012,1565.1886299212597,1410.0830446194225,1454.0899842519686,1329.1842329547515
Milk,Hay/halage (excluding alfalfa),HAY,515.3273835403727,473.64011387163566,731.8689932712216,460.0760377846791,458.1748783643893,444.8419979296067,477.2069513457557,445.8647826086956,646.2618892339544,423.5658022774327,388.43408902691505,363.0943633540373,444.62219461697725,411.93004917184265,420.46593685300206,358.32958850931686,375.34399585921324,497.6697023809524,430.5997075569358,490.56894668737056,413.42156832298133,439.5338017598344,403.0728519668737,375.95662008281573,372.36197463768116,420.5452562111802,544.3852820910973,442.7033488612837,442.01688146997924,450.9871092132505,499.77301759834364,453.6337134341815
Milk,Corn silage,CORN,2935.0696387890857,2962.395436375769,2709.9850450869294,2753.343627056544,3318.596952550468,3291.1356568759447,3548.1872891993885,3596.9810849205032,2867.431408419448,3201.1013491896742,2521.7432789653344,2698.566700661708,2912.243443844943,2599.824245434671,2671.0038026593065,2353.7914088361863,2848.4568526669627,3072.2667493048193,2993.818959702481,2698.10648499014,2294.683185145806,2086.145410497498,2309.5376520437985,2610.179843002706,2585.364667336206,3104.0119972579705,2912.276423511551,3373.89729953485,2679.759726282575,2701.4850936638054,2578.67195647927,2831.9375054931083
Milk,Corn grain,CORN,2935.0696387890857,2962.395436375769,2709.9850450869294,2753.343627056544,3318.596952550468,3291.1356568759447,3548.1872891993885,3596.9810849205032,2867.431408419448,3201.1013491896742,2521.7432789653344,2698.566700661708,2912.243443844943,2599.824245434671,2671.0038026593065,2353.7914088361863,2848.4568526669627,3072.2667493048193,2993.818959702481,2698.10648499014,2294.683185145806,2086.145410497498,2309.5376520437985,2610.179843002706,2585.364667336206,3104.0119972579705,2912.276423511551,3373.89729953485,2679.759726282575,2701.4850936638054,2578.67195647927,2831.9375054931083
Milk,Soybean meal,SOYB,897.1319625513404,881.3039528761925,1016.8769396885292,869.3768326246668,893.7089700943034,879.1631806647728,910.403528591515,1162.0960495115457,1126.4986224679049,1095.0949691661738,851.4719052288842,956.8127621437112,1123.7247520120543,852.604581440849,1033.912322318876,976.8887209361758,1114.9299286171574,822.6122548500011,1136.6609391202467,540.0232161041631,863.4146577163543,815.2681095057866,815.830652378841,831.1139318808656,1128.9946328407318,930.6220716111188,760.7654710127428,1114.4400016946672,864.1826089620565,850.3357273991797,763.3438709354987,931.6002621595777
Apple,None,APPL,2287.9100504953994,1889.9201077725932,2287.9125007801,1667.207197274337,2202.1362010400153,2341.780376391963,2913.2472088462027,2510.7528260827694,1610.9780639729997,2280.711114046065,2087.076548847242,1382.7046407283092,3263.208304397842,1490.2786731618182,1504.7647563096962,1098.7615658555055,1522.333297610489,2117.303260909526,2318.465100707517,2411.3945982491987,581.3651658816827,780.4744838624309,1754.9927304686266,754.1290227653429,1903.4342446560388,1832.428261089061,1859.1837364926575,2431.5392055315206,2727.9599468595643,2314.097876610105,2560.9256723666554,1957.7218303246218
Melon,None,HMEL,1101.139,1539.8418749999998,990.2961250000002,1649.201125,1458.9030625,1353.2666875,1032.1285,1647.3055625,733.9434375,1090.85925,1002.6331250000001,1534.7540000000004,968.1912500000001,1443.918125,1229.934875,1395.3135625,1327.4844375,1090.1889375,1004.9455,1248.6020625,925.3903750000001,784.4484375000002,758.9562499999998,1002.7582500000001,1327.837875,977.8258750000001,2033.019625,1676.6546875000001,1262.6883750000002,922.3175000000002,1087.3143125000001,1212.969743951613
Blueberries,None,BLUE,819.2408076340538,604.1248884324259,753.2715921515776,470.8103823124072,747.2033451615987,643.510833873853,1199.9329339213803,1169.7116202545917,968.3698251208051,1321.741898807567,703.0103392699087,628.9109209224645,1683.2139793527604,640.0541100778458,514.1705535856913,598.50095411007,851.02814371608,763.4804305903845,925.4965285053113,743.8317453459257,340.3120132782788,553.2381468439088,1043.1069543682202,594.9911716168614,1014.0845659514777,593.8087822751572,477.0497400060986,1015.3598439609113,724.7651240751044,700.4645283377829,555.1912533048558,785.8705792633988
Cherries,None,CHER,3616.4537536309485,2345.381041223141,3515.5562882856925,2407.414939895503,2843.11445141679,2822.579923098575,4065.0002970539263,3884.1268598430156,3391.838451237196,3703.550518835248,3565.842728192547,2739.7302591327816,4861.772137169258,2215.4654179012746,2574.3512876052946,2446.7447678694125,2656.485171750707,3047.0017429116347,3688.9483990431127,3232.2999047138187,2019.3269451709334,2442.7778463242607,2945.919253240578,2063.055065689575,3332.4001795353415,3096.663329238216,2567.483184631599,3745.504520389933,4063.7738500943374,3259.764915635571,3556.004720469296,3119.881682297726
Grapes,None,GRAP,2335.765058130019,1591.7502480481232,2055.6750414301305,1398.5270029943556,944.4711817556276,1426.0297177635039,2724.5171140065345,2742.501379339424,2015.0719400180196,2752.57491184668,1566.4795851671506,1995.7921257132816,2735.3822525056344,1268.771807119829,1500.0272985946972,1284.4920580076723,1870.4445664313002,1792.151217956611,2596.3472609528217,2039.1695770618173,1024.5128820911743,1203.977311830431,1919.9279315608073,1251.469409666859,2235.75528309844,1250.8195043438104,1701.4713132757502,2500.4084502480778,1879.435633679183,1304.0691240913127,1759.562194970685,1827.979044635476
Pears,None,PEAR,2127.609455639893,1749.6209782430683,2354.602278224054,1572.6506029356642,2332.852329057351,2437.571265944959,3246.7976607636865,2914.5617517848523,1693.4197014071121,2571.762561260001,2252.695344802065,1387.9975129945694,3719.8457484179025,1405.5659940627336,1305.1151317326633,1224.7091539077553,1789.2262923733686,2535.998604446546,2425.017840143198,2581.7087717856507,805.7621364587734,928.6567017781517,1986.8820791222813,955.9611922787706,2478.377342543254,1812.5622223204878,2238.653370486261,2713.943302417687,3208.513095133119,2525.630187433276,2818.154328509291,2132.3362883357568
Raspberries,None,RASP,2238.744881430008,1722.020346924911,2582.898008051849,1919.660715332815,820.443598629628,1478.4326117437477,3169.064544197063,2792.67175968263,2079.86615117742,2715.9055837008946,2514.6252794379698,1688.5671133745052,3153.636152750721,1168.617980185412,1202.880527880501,918.1846973073359,2008.956624866348,2165.556142948035,3013.4507596679423,2691.8326412682854,707.485337123985,797.4125591574759,1943.0881051338881,926.543654543622,2184.788231762545,1522.2400031882019,2202.735544261351,2450.4916824027628,2712.7561412668942,1985.0450705916228,2819.4083978387453,2009.6132531557782
Strawberries,None,STRW,701.1809006753319,695.7872488019589,864.1182391080356,802.2834820589719,768.5738419767065,744.9772991570153,892.7561087484885,1021.3027593515978,713.3556125904188,844.12977847761,704.1513771383183,937.9823312300896,900.4778424743589,772.9854305238204,618.9130008906048,655.7275482569019,771.2152536818171,716.392791369191,906.4122962003322,777.854699576171,467.7641850677472,422.9864073861203,669.5899997929441,579.8445993770697,866.40493131843,620.478281901041,856.0318660558706,988.9343489113602,568.1850345777424,493.7024922662506,657.4638608462753,741.9988338641484
"Preserved, Fruit",None,FRUIT_PRSRVD,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745,27593.357129497745
Broccoli,None,BROC,1197.599418365126,754.8664403261399,1014.753211420593,543.2826943047902,482.5193917469662,672.4597913759148,1121.5213621124112,1177.535466190315,1298.9574209480406,1535.4217895654137,934.2343998481505,1066.4119328391782,1564.7280207188348,845.9604459623087,921.4257468298199,1217.1525115558686,1152.0283184251516,689.8193579854708,1173.557375610874,781.2796398743674,784.7840498863703,949.2971664969908,1078.837785864056,840.5695755509172,1515.9705927758057,736.3956521528569,442.7632715636475,1138.594517216075,841.1768230225451,620.9910929756622,664.926342583904,959.9942453578893
Collard Greens,None,COLG,1232.7898391604183,1981.016607551058,2012.9739601813385,2606.7436438414147,1653.500358353844,1778.039508217203,2554.1409091067108,3195.965749606938,1359.94850783946,3224.0799327636905,1328.667076524942,3063.652209743895,2663.7592901548855,2130.044308992369,1599.3619096718342,1369.3388936285521,2400.759860033997,1197.2482907408098,2585.828929105422,3073.625286322437,382.049632747629,449.63917458698705,2473.9445283204964,1698.8570094046322,2528.2681431867086,1526.115087701127,2095.907692809546,3246.1677982891083,951.228470224494,1033.8747420632399,2051.678872153449,1982.2327813880202
Kale,None,KALE,2538.695718581022,3151.6760701350545,2444.2881568743333,2206.6021095155725,2553.6164873962052,3105.995701979016,3532.600462224834,3472.817682095685,1546.971533358174,3085.2208330324925,2265.064123855302,2947.6747298801884,3983.6044281275554,2029.0510464964739,2095.8986287305993,1773.4971097963348,2709.4021071267152,1906.649724396186,2853.5792314629603,3178.2247573708173,1193.9683890304173,762.4107570742741,2286.509734643904,1761.6335253231334,2424.6074517435545,2216.199674252025,2193.46825912137,3697.1380976128835,1218.491902055736,1935.9383532107852,2207.884029252363,2428.367123088902
"Lettuce, Loose leaf ",None,LETT,1589.1303164214758,864.1922135949047,1382.967840771961,196.083219860451,504.05556296712814,917.7849133218285,1130.1850748302234,1537.21127221306,2071.072192663497,2092.877167523292,993.6299268636373,854.2366558244116,1945.6189418636427,898.7444825408688,662.8982147021579,1250.0287271241136,786.2507319107663,534.7204084070582,1686.604355055285,449.33251927740196,1024.0852321255575,1248.6376575963066,1006.086637242388,1205.9842347961828,2016.920719128546,1291.7133598391376,408.3778115081688,1412.4602209410407,774.4269075149622,628.7639597499848,425.1212980477359,1090.006541168619
Spinach,None,SPIN,3335.5108058841615,2513.295741493239,3476.8911762895987,3068.7107750890846,2976.114410586269,3366.8668539914393,5298.97951845238,5742.4701722008,3378.5799100106997,3874.822370220792,3134.969192191654,3419.070283676817,4790.764542963168,2787.034324722244,2726.774061862851,2471.4774802613856,3411.5233049435715,4020.04477708989,5062.164593823847,4959.350746328027,2661.561412868791,2336.2912748063545,3342.3677816075665,2523.0339613119218,3178.4167216142305,3188.46425312698,4251.148198971943,4727.294463146669,4149.829924502378,2736.3853845762765,2944.4411197158456,3543.6983722042214
"Preserved, Dark Green",None,DRKGREEN_PRSRVD,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956,15937.20826086956
Carrots,None,CRRT,4499.605764280422,4032.920795339585,3546.710132139597,3746.2964931201564,3446.1165549723532,4077.554171072565,4440.593833957687,3534.8834916302944,2801.0730615939156,4664.553313228019,3852.0744578541025,3676.0339653510855,4004.522305450403,3556.3261532553797,3358.6515622597344,3574.222468564997,4673.219079847448,2926.713684123095,3834.567946120929,3200.393042683912,3242.9275427152843,2735.491641662849,2158.8344215055326,3414.244482101972,4465.7249036461,2884.3758183402842,2682.2713262558987,3936.6202548942415,3430.4239292148973,2286.105289214417,3030.1684195414364,3539.168396965761
Pumpkin,None,PUMP,1062.2641250000001,1519.8308125,795.3310624999999,1620.6279375,1427.060375,1354.767375,954.8386250000001,650.5549375,182.0065,1031.2713125,1168.4781875,1626.1854375,769.912,1350.0109999999997,1013.0469374999999,1193.6803125000001,1499.7409375,1466.0620000000001,797.2014375,1363.2084374999997,609.96325,601.72125,236.11981250000002,893.7085625,1290.1971875,674.2815625000001,1381.7675625000002,594.0991875,1366.6388124999999,844.0274374999999,1256.2785625,1051.4478366935482
Sweet Potatoes,None,SPOT,1397.420601747008,1053.9412943111793,1361.5017920863781,648.4747808724568,410.7839369850045,910.4322582362022,1433.9862252214502,1624.5697566689269,1127.7564066016719,1715.1787385867765,876.9239151124791,1202.3612457417614,1512.907038042247,819.8137487826332,976.6676865546901,1320.2062764349926,1378.2014449716253,828.8310320331268,1660.068296142841,752.9442100312918,922.5512836707701,955.6192429212591,1050.6055981944496,843.8369007905518,1719.3147477039026,793.2118104401053,1054.6262182678674,1636.9343808020292,1110.128348291362,733.3989998113032,966.5208610139549,1122.5715831313646
Tomatoes,None,TOMA,646.8495331961416,550.951823000614,621.4307161691254,249.84061888568178,262.79502510813927,474.615900025916,757.8995594090396,613.1105452174417,566.4415288977716,718.628742563196,473.51499489794054,347.29607570826056,615.0476116804383,337.9622724443266,437.33431830945256,455.35298563212336,641.7477301584375,402.2833127490953,514.2996781841578,333.7400233706916,415.19920191880254,475.68852681136605,468.29617802909655,416.3317982927118,670.1040819046976,395.67836953887206,131.42115909911251,587.7239069939889,462.1729417570662,451.43107205841426,338.203125913423,478.4965599330819
"Preserved, Orange & Red",None,ORNGRED_PRSRVD,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834,79363.04567289834
"Corn, Sweet ",None,SCRN,1292.7110136852043,1438.4598031247617,1130.6362539289887,1235.268256992929,1318.9110124454808,1497.1527501113942,1620.6613516810214,1866.815346044747,788.9090738771741,1515.8373577860336,1027.4171833872856,1179.2436825721777,1557.048639648806,903.262112691242,841.5498099007201,958.3589814166603,1160.7188172686829,1112.9498485829572,1375.6248039511242,1446.1379364382783,438.82204306878845,356.31323346210877,1001.6251651429841,959.936156095145,1122.593638022156,809.5038403278957,1830.425583919482,1845.504363798518,1191.9615752006814,907.8601431019836,1339.5912748131532,1195.864872660921
Green Peas,None,SNPB,1237.482526245533,1119.9765442573403,1232.5932284949167,895.5168575832771,923.5693616230077,1004.7376102511847,1218.8441351137187,1164.7690925886977,956.213333886872,1226.3683382785152,961.7497569825656,1003.4577026260451,1240.5384428033817,972.777042849788,971.416982802507,938.0246400287556,1213.1727184649453,953.4442786293184,1253.6792214860127,1038.1434523802443,846.5707263655893,973.9126761150736,979.95195019599,1091.6768332735317,1191.8665172403876,1046.3679346016434,803.1390817912195,1221.4334802037347,1020.6997541931879,1081.9716405167865,904.5040533795782,1054.4699972662372
Potatoes,None,POTA,4823.412350331099,4076.089386374018,5407.555092798709,3682.5947508737586,4889.010492371494,5346.824462895643,6987.280856068463,5328.613107676314,5430.101476770183,4517.530816072605,5159.874098402344,4190.483331906812,7770.38289249563,4376.914975010964,2696.2259157269673,3756.7549716802955,3466.519768302558,4461.233666124114,6074.954735454339,4859.268701702017,3439.5335526860304,3164.3476212839937,4486.968598716213,3456.2025057339606,4688.6178335937675,4962.492140911822,3594.494686695246,4936.496789010071,5066.259708272691,5195.156680399961,3712.6393054560854,4645.317266832199
"Preserved, Starchy",None,STARCHY_PRSRVD,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406,34400.15163097406
"Beans, dry",None,DRYB,1257.657687735431,1248.3438825370947,1091.3163817377038,1053.395942713348,1039.5913519825503,1155.940045489651,1252.230946901615,980.5691707192392,896.1982000442392,1266.3940205122583,1115.259738268993,1211.5851380334107,1164.7708737536343,1074.04845640622,1009.8665215585181,1066.0905864521544,1324.6962361591427,956.2403325974881,1117.301140777236,1055.4973423562933,928.2179208706314,882.031376612677,703.2294157014818,1045.1110883751546,1319.7854706837659,881.9811290123638,962.8557666625918,1015.3690087748955,1074.3844403605526,857.3965531039445,988.2420542834694,1064.3741361670245
"Beans, Snap ",None,SNPB,1237.482526245533,1119.9765442573403,1232.5932284949167,895.5168575832771,923.5693616230077,1004.7376102511847,1218.8441351137187,1164.7690925886977,956.213333886872,1226.3683382785152,961.7497569825656,1003.4577026260451,1240.5384428033817,972.777042849788,971.416982802507,938.0246400287556,1213.1727184649453,953.4442786293184,1253.6792214860127,1038.1434523802443,846.5707263655893,973.9126761150736,979.95195019599,1091.6768332735317,1191.8665172403876,1046.3679346016434,803.1390817912195,1221.4334802037347,1020.6997541931879,1081.9716405167865,904.5040533795782,1054.4699972662372
Cabbage,None,CABG,2305.7300000000005,2098.63375,1909.18625,3376.00375,1903.5662499999999,2262.26,3744.64,3478.46,1536.335,3853.6449999999995,1050.16,3315.82625,3656.19,2173.4025,1193.63,880.87875,2096.7937500000003,2171.22,2699.81875,4443.175,645.585,735.59125,3034.2325,843.925,1547.73875,1534.21125,2628.22875,3007.45625,1645.7900000000002,1296.0487500000002,2444.03125,2242.3352822580646
Cucumber,None,CUCM,868.1350153705279,1051.4602201550383,445.600733901084,1196.2724540258005,959.0196150736494,1103.7338328575913,709.4861772436759,747.883979255411,406.7953483283225,968.3442121331254,830.0418800286585,1052.387288976211,691.331964363165,1028.3153548539426,635.2104034522035,776.5299974292795,1161.0830452559733,1114.3432574551327,631.5331665950064,1019.2946076636084,596.8346550600029,498.23537252342396,409.39685863266993,837.179901551325,896.959912902843,664.2215315494765,979.4379995597023,655.289815638004,1132.9213899111403,855.084173410445,1052.406892193575,837.8958405596779
